Description,TotalSalesDollars,GrossProfit,ProfitMargin,StockTurnover,TargetSegment
Bota Box Znfdl,55937.67,21592.71,38.601375423752906,0.9873046875,Others
Meiomi Chard,55900.79,16861.07,30.162489653545144,0.9488008623012664,Others
Usquaebach Old Rare Whisky,55884.44,8002.999999999993,14.320623057151495,0.8475609756097561,Others
Makers Mark Cask Strength,55872.9,3611.459999999999,6.46370601848123,0.7738095238095238,Others
Opici Sangria,55872.77,20105.370000000003,35.98420124865834,0.991344073094494,Others
Menage a Trois White,55806.58,21321.730000000003,38.2064803111031,1.0011996572407884,Others
Sonoma-Cutrer Cutrer V Chard,55701.79,18400.870000000003,33.03461163456328,0.9821063394683026,Others
Arca Nova Vinho Verde,55629.54,18930.980000000003,34.030444975816806,0.9621260343730108,Others
Gr Marnier Cordon Rouge VAP,55601.32,22839.78,41.07776577966135,1.107291049199763,Others
New Harbor Svgn Bl Marlboro,55559.91,20670.120000000003,37.20330000534558,0.9936365337825191,Others
Santa Rita 120 Cab Svgn,55545.27,16929.769999999997,30.47922892444307,0.991764705882353,Others
Michael David Svgn Bl,55544.4,17411.4,31.34681444033962,0.9973094170403588,Others
Toasted Head Cab Svgn,55479.34,21543.840000000004,38.83218509809237,0.9804540967423496,Others
DeKuyper Wh Cr de Menthe,55468.3,12260.200000000004,22.103075089735945,1.0024370430544274,Others
Flag Hill Straight Bourbon,55386.15,11300.15,20.402483292303224,0.9892857142857144,Others
Dolin Sweet Red Vermouth,55176.56,20010.41,36.266142724374255,0.9589107707269632,Others
Lancaster Est Cab Svgn,55146.21,19333.58,35.0587646911728,1.0,Others
Peter Vella Sangria B/B,55133.22,21022.74,38.13080389645299,0.9855305466237942,Others
Barefoot Cellars Red Moscato,55120.369999999995,17872.9,25.19214668165888,0.9103804202115414,Others
Gallo Twin Valley Wh Znfdl C,55077.79,20210.190000000002,36.766023667291066,1.0267924728321345,Others
Sapling Vermont Maple Liquer,55069.3,12211.6,22.17496863043474,0.9765013054830288,Others
F Coppola Sofia Rose,55014.31,18448.969999999998,33.534856658204006,0.9497072911122938,Others
Three Knights Svgn Bl,54954.99,15562.949999999995,28.319448333991136,0.990100791936645,Others
Beaulieu Cab Svgn Rutherford,54922.98,10938.269999999997,19.91565279232845,0.9059425423061788,Others
Gruet Brut New Mexico,54853.84,26505.07,48.31944308730255,0.95073754522683,Others
El Charro Silver Tequila,54853.2,10966.499999999993,19.99245258252936,0.951048951048951,Others
Kahlua French Vanilla,54821.26,24782.92,45.20676832309217,1.3069577080491133,Others
Notre Dame Cousignac CdR 13,54815.13,16065.769999999997,29.30900647321277,0.9756401137980084,Others
Smoking Loon Svgn Bl Cal,54758.68,25281.97,46.16979445085236,1.0253573075149838,Others
Campo Viejo Gran RSV Rioja,54738.58,22284.379999999997,40.71055551678541,1.0184764991896271,Others
Connemara Irish Whiskey,54672.05,11624.75,21.262692728734333,0.9184397163120568,Others
Cruzan Pineapple Rum,54571.78,10742.669999999998,19.6853941725925,0.9810023520897412,Others
Patron Citronge Lime Liqueur,54521.39,13083.669999999998,23.997315548998287,1.037682333873582,Others
Joel Gott Chard,54505.04,17383.04,31.892536910348102,0.9655514250309788,Others
Grey Goose Le Melon,54432.8,15430.759999999997,28.34827530459575,1.0040705563093624,Others
Gabbiano Chianti Clsc RSV,54405.54,16874.46,31.016069319411223,0.9925277929651904,Others
Gabbiano Chianti,54359.79,21322.54,39.22483880088573,1.0009353078721746,Others
Brady's Irish Cream,54299.23,13918.329999999994,25.632647092785653,0.9677124581175752,Others
Black Stallion Cab Svgn Napa,54276.04,20171.42,37.16450205283952,1.0031978072179075,Others
WhistlePig 10Yr Straight Rye,54165.51,1365.770000000004,2.5214753816589264,0.760227607181399,Others
Exotico Blanco Tequila,54131.93,6558.5899999999965,12.115936010410117,0.9050266388695852,Others
B Doon Not Drinking Any Merl,54035.91,16983.770000000004,31.430524627048943,0.9664105770948722,Others
Dolin Dry White Vermouth,54001.4,19092.240000000005,35.355083386727024,0.977462648771841,Others
Sterling Merlot,53904.59,33522.78999999999,62.18911970205134,1.4514370664023786,Others
Ch Ste Michelle Pnt Gris Was,53878.52,21308.840000000004,39.54978718791831,0.9948000717231488,Others
Laphroaig Triple Wood,53814.99,16483.409999999996,30.629774343542564,1.0203784570596797,Others
Mas Janeil Cotes Roussillon,53796.05,26139.960000000003,48.59085378945109,1.297376093294461,Others
Belaire Sparkling Rose,53708.03,15786.47,29.39312799222016,0.9344773790951638,Others
Russian Standard Original,53592.46,17183.879999999997,32.063988105789505,1.041267745130406,Others
Firefly Apple Pie Moonshine,53521.67,15357.829999999994,28.69460164453014,0.969124700239808,Others
Zeller Schwarze Rsl Valcknbg,53416.53,17643.65,33.0303185175076,0.970065312046444,Others
Edradour 10 Yr Single Malt,53350.45,21711.390000000007,40.695795443149976,1.0778781038374718,Others
Cavit Chardonnay Trentino,53345.65,21609.550000000003,40.50855130643268,1.0042944785276071,Others
Livingston Cellars Red Rose,53307.54,18317.620000000003,34.362155897646005,0.9961909029800584,Others
F Coppola Rosso Bianco Pnt G,53252.45,28031.63,52.63913679088943,1.1126402710141858,Others
Tooters Apple-tini 15 Pk,53213.37,4666.1700000000055,8.768792504590492,0.9419987146529564,Others
Barefoot Bubbly Brut Cuvee,53196.75,16326.65,30.69106665350797,0.9676540069053244,Others
Pyrat XO Reserve Rum,53157.47,19247.300000000003,36.20808138536316,1.086773967809657,Others
Jack Daniels No 7 Black Trav,53116.11,50466.96,95.01253009680114,15.666666666666666,High Sales High Profit Margin
Lugny Les Charmes Macon,53034.02,18596.82,35.065831328645274,0.966989186112692,Others
Sutter Home Cab Svgn,52959.53,22295.300000000003,38.0182784267224,0.999200386368364,Others
Benedictine Liqueur Dom,52909.2,14564.799999999996,27.527915750001885,0.914396887159533,Others
Clos Pegase Merlot Napa,52890.6,36038.52,68.13785436353528,2.051639916259595,High Sales High Profit Margin
Cambria Katherines Chard,52837.03,17940.730000000003,33.95484189781296,0.9887372013651876,Others
Midnight Moon Cranberry,52734.89,6234.5899999999965,11.822514468125366,1.2849478390461997,Others
Mount Gay Black Barrel Rum,52705.23,10411.93,19.755022414284127,0.9630579784504876,Others
Bogle Svgn Bl Cal,52533.88,19561.24,37.23547546840248,0.9939780375487072,Others
Oyster Bay Pnt Nr Marlboro,52515.12,17775.120000000003,33.84762331305728,0.877720207253886,Others
Spellbound Chard,52498.59,16766.270000000004,31.93661010705241,0.924249530956848,Others
Capt Morgan Tattoo Rum,52493.74,13818.619999999995,26.32431981413402,1.0605815831987075,Others
R Mondavi Pvt Slctn Cab Sv,52482.46,21387.42,40.75155775853494,0.9986004198740378,Others
Tortoise Creek Rose le Charm,52480.84,16808.440000000002,32.02776479949635,0.8891916439600364,Others
Pinnacle Tropical Punch Vdka,52446.64,15101.14,28.7933411940212,0.9815544041450778,Others
Amaretto DiSaronno Summer Pk,52419.85999999999,6387.959999999999,12.186144716906911,0.9661795407098122,Others
Clos du Bois RSV Chard RRV,52355.86,19436.82,37.12444032052954,1.010887316276538,Others
Terrazas RSV Malbec Mendoza,52337.75,19842.57,37.91253922837722,0.9790298130368872,Others
Korbel Sweet Rose,52288.09,18038.570000000007,34.49842975713974,0.9588467225234104,Others
Bacardi Party Drinks Zombie,52286.16,16811.290000000008,32.15246635056008,0.9870559074635088,Others
Line 39 Svgn Bl Lake County,52274.45,22327.76,42.712567994498265,0.9523052464228936,Others
Wycliff Brut,52200.39,16040.730000000003,30.72913823057645,0.989406980043507,Others
Andre Pink,52191.44,18766.000000000007,35.95608781823228,0.9805130463503248,Others
Hirsch Selection Bourbon,52125.73,16013.090000000004,30.72012612581157,1.0021067415730338,Others
Zenato Pinot Grigio Veneto,52029.14,13355.869999999995,25.669980322565383,0.8386614320433726,Others
The Beach House Pinot Grigio,51982.42,17784.519999999997,34.21256647920585,0.991701244813278,Others
Valckenberg Gewurz Pfalz,51944.92,16790.57,32.323796051663955,0.9864895809480192,Others
American Harvest Organic,51896.09,42531.67,83.6654924053295,5.033049710788834,High Sales High Profit Margin
La Belle Orange Liqueur,51887.46,18551.300000000003,35.7529545674427,1.1195014662756595,Others
Metaxa Amphora,51872.46,15603.64,30.08077889500517,0.9894350022967386,Others
Vincent Van Gogh Double Esp,51854.25,8168.489999999998,15.7527878621328,0.9271671134941912,Others
A to Z Ore Chard,51823.43,7572.9100000000035,14.612907713750332,0.907129000969932,Others
Taylor Tawny Port,51799.17,16321.169999999998,31.508555059859063,0.98675799086758,Others
Jim Beam Rye,51773.33,13661.929999999991,26.387968477206304,0.976207906295754,Others
Belcreme de Lys Chard,51742.87,18262.15,35.29404147856507,0.983712715855573,Others
Colavita Pnt Nr,51731.33,18142.25,35.07014028056112,1.0,Others
Kunde Chard Sonoma Valley,51729.74,22470.86,43.43895793792894,0.996811224489796,Others
Skyy Infusions Pacific Blueb,51570.72,23821.27,46.19146290763441,1.0630581867388362,Others
Jack Daniels Honey + Glass,51568.75,23836.63,46.22301296812508,1.4754641909814323,Others
Salignac VS Cognac,51556.4,12928.849999999991,25.07710003025811,0.9967497291440952,Others
Crown Royal Cornerstone Blnd,51531.41,8532.370000000003,16.557610203175116,0.9587053571428572,Others
Bird Dog Apple Whiskey,51426.31,13798.809999999998,26.83219931587547,0.9293793103448276,Others
Root 1 Cab Svgn,51400.71,19758.87,38.44085033066664,0.979031560743623,Others
DeLoach Ethans Vyd Znfdl,51388.44,6127.639999999999,11.924160375368466,0.77265625,Others
Ruffino Aziano Chianti Clsc,51363.72,17655.200000000004,34.372899782180895,0.9882237487733072,Others
Gazdina Rakija Pear Brandy,51254.85,14686.949999999995,28.6547516966687,1.067103935418769,Others
Midnight Moon Strawberry,51214.38,19419.54,37.91813939756764,1.116826503923278,Others
Ghost Pines Merlot L Martini,51133.23,17799.649999999994,34.810337621933904,0.8437071565670414,Others
Masi Soave 2012 Classico,51121.74,17154.519999999997,33.55621307099484,1.4472812317287078,Others
Cavicchioli Prosecco,51093.56,17848.61,34.93318923167617,0.961268403171008,Others
Artesa Carneros Pnt Nr,50959.46,24994.34,49.04749775605943,1.188953488372093,Others
Rutherford Ranch Cab Svgn,50895.28999999999,22372.73,43.95835056642765,0.9709254709254708,Others
Esclans Whispering Angel Ros,50890.11,11117.53,21.84615046027607,0.9174345742720236,Others
Patron XO Cafe Dark Cocoa,50823.58,11090.199999999995,21.82097365041974,1.008307372793354,Others
Johnnie Walker Select Casks,50720.47,21345.75,42.08507925892642,1.3596698113207548,Others
Jadot Bourgogne Pinot Noir,50669.17,16086.93,31.74895108800875,0.991449946562166,Others
Alamos Ridge Cab Svgn Mendza,50651.64,23620.09,46.63242888088124,0.9798816568047336,Others
Layer Cake Virgin Chard,50555.68,15587.580000000002,30.832499928791385,0.9753117841689998,Others
Chappellet Signature Cab Svg,50550.21,10510.89,20.79296999953116,0.8230337078651685,Others
King Est Pnt Gris Ore,50540.92,9922.719999999994,19.63304189951428,0.788099915801291,Others
BR Cohn Silver Cab Svgn Snm,50490.92,10742.120000000004,21.275350102553094,0.9499013806706116,Others
Sella & Mosca RSV Cannonau,50443.77,19375.41,38.40991662597779,0.9773293472845044,Others
Castello Chianti Classico,50408.34,23318.34,46.25889287367923,1.129904761904762,Others
J Roget Spumante,50405.85,12039.809999999998,23.88573945286112,0.9738456197199398,Others
Booker's Rye,50398.32,12504.240000000003,24.8108270275676,1.0,Others
Rain Organics Vodka,50346.37,17115.010000000002,33.99452631838204,0.9852091518373006,Others
Kenwood Svgn Bl Sonoma,50342.43,21686.43,43.077837124668,0.9702083333333332,Others
Milagro Anejo Tequila,50323.46,12789.379999999996,25.41434949027749,0.9985250737463128,Others
Hennessy VSOP Privilege VAP,50185.32,1410.0,2.8095865484169478,0.8165137614678899,Others
Artesa Carneros Chard,50184.02,26778.69,53.360990211625136,1.3593681439227732,Others
Blackstone Chard Monterey,50086.14,21915.44,43.75549802799736,1.0130539887187753,Others
Talisker 18 Yr Old Scotch,50070.61,18730.21,37.4075929971694,1.0452380952380953,Others
Bota Box Pnt Nr,49884.98,18534.979999999992,37.155432356593096,0.9825454545454544,Others
Benziger Chard,49876.53,17141.33,34.367527171597544,0.923764021603656,Others
Mirafiore Barolo,49823.880000000005,17780.280000000006,35.68626128675648,0.9507246376811594,Others
Ranga Ranga Svgn Bl,49774.75,18441.23,37.04936740013762,0.9452337305224564,Others
The Crossings Svgn Bl Marlbo,49761.1,17020.44,34.204308184505564,0.9188635781929868,Others
Bauers Obstler Echt,49726.75,11375.949999999995,22.876922380811127,0.9577114427860696,Others
Joseph Phelps Cab Svgn Napa,49708.1,17006.6,34.212935115202555,0.9349112426035504,Others
Maso Canali Pinot Grigio Tr,49688.38,15093.18,30.375673346565137,0.9708260105448154,Others
Cruz Garcia Real Sangria Re,49656.73,17175.910000000003,34.58928930680696,1.0,Others
Martin Codax Albarino,49554.29,18650.69,37.63688269976223,0.981043956043956,Others
Bonterra Svgn Bl Organic,49528.92,24092.67,48.643640927361226,1.073986928104575,Others
Carpineto Dogajolo Tuscan Wh,49511.85,28668.15,57.90159325494806,1.3548698167791706,Others
Novelty Hill Svgn Bl,49500.45,14072.449999999995,28.42893347434215,0.9510556621880998,Others
Dr McGillicuddy's Vanilla,49437.09,12712.870000000004,25.715247398259084,0.9800673778775968,Others
Estancia Pnt Grigio Cal,49435.74,23191.34,46.91209234452645,0.9943988050784168,Others
Livingston Chablis Cal,49241.71,15617.0,32.22326172911334,0.949698011941738,Others
Wild Horse CC Merlot,49185.14,28370.19,57.68040916423131,1.5315136476426798,Others
Dom Seguinot-Bordet Chablis,49109.71,15774.559999999998,32.121061191361136,0.915400410677618,Others
Wild Turkey Russell's Rsv,49045.73,21003.590000000004,42.82450276507252,1.242627345844504,Others
Appleton Estate Reserve Rum,49021.39,11319.809999999998,23.09157288277627,0.9549270879363676,Others
Sheffield Cream Sherry,48960.99,15172.89,30.989753270920374,0.9718421574459648,Others
Appleton Est VX Jamaican Rum,48949.89,15811.260000000002,32.300910175691925,1.0542195015303892,Others
M & R Asti 4 Pak,48919.2,13821.449999999995,28.253630476377367,0.9543859649122808,Others
Bota Box Nighthawk Dark Red,48915.0,13602.6,27.808647654093832,0.9358752166377816,Others
Villa Jolanda Strwby Moscato,48895.28,18449.13,37.73192422663291,0.9325776822356848,Others
Cross Springs Pnt Nr Colusa,48887.62,16098.940000000002,32.930504696280984,0.980173035328046,Others
Skyy Infusions Pineapple,48872.19,10916.990000000003,22.33783671245345,1.0711491442542789,Others
George Dickel Rye,48836.84,14917.439999999997,30.54546526761354,1.058563535911602,Others
Bakers Bourbon,48827.79,20211.95,41.39435759840861,1.3329694323144106,Others
The Dreaming Tree CC Chard,48796.96,13324.0,27.30497965447028,0.9449360865290068,Others
Villa Jolanda Peach Moscato,48740.08,17460.300000000003,35.823289580156626,0.917656070471084,Others
Svedka Citron Vodka,48739.28999999999,25652.49,36.97125807304617,1.2623052407932012,Others
Penfolds Koonunga Hills Shir,48732.74,23959.04,49.16415535018142,1.1325227963525837,Others
Carpineto Dogajolo Tuscan R,48676.35,25659.75,52.715024852931656,1.4190193164933136,Others
Jack Daniels Family 4 Pk/50m,48646.33,13742.950000000004,28.25074368405593,0.9069961132704052,Others
Duval-Leroy Champagne Brut,48592.81,28686.49,59.03443328344255,1.5955882352941178,Others
Glenmorangie Collection 4 Pk,48592.81,15044.229999999996,30.95978602595733,1.041838134430727,Others
Casa Noble Blanco Crystal,48556.96,13311.759999999997,27.414731070478865,0.944927536231884,Others
St Supery Svgn Bl Napa,48544.5,17216.9,35.46622171409738,0.977859778597786,Others
Cavit Moscato,48518.840000000004,20450.530000000002,22.93673286912883,0.7907368547552137,Others
Vendange Pnt Grigio,48436.8,15224.450000000004,31.431576817626272,0.9412311986354474,Others
Piper Heidsieck Brut,48416.27,33294.770000000004,68.76773035180116,1.809443507588533,High Sales High Profit Margin
Glenmorangie Original VAP,48412.89,25349.13,52.36029082337369,1.5910194174757282,Others
Hudson Manhattan Rye,48385.26,13004.280000000002,57.43055436808943,4.469325153374233,Others
Truchard Znfdl,48282.79,16298.260000000002,33.755837224816545,1.0,Others
Metcalfe's Maple Liqueur,48259.66,10515.639999999992,21.789710080841832,0.8961091054953871,Others
Ch de Carles Brdx,48192.9,16695.000000000004,34.64203233256352,1.0,Others
Gnarly Head Authentic Black,48189.54,12434.920000000006,25.80418904185432,0.8942788372523607,Others
Laphroaig Cask Strength 10Yr,48105.2,12304.659999999996,25.578648462120512,0.9115281501340484,Others
Pinnacle Vodka Cane 4/50mls,48075.51,14366.270000000004,29.88271991290369,1.079466045511557,Others
Kendall Jackson Vntrs Rsl Rs,48048.46,20344.71,42.34206465722315,1.0278918918918918,Others
Veuve Clicquot Gold Label,48002.75,14918.120000000004,31.077636177094025,0.9705488621151273,Others
Troublemaker Red,47977.69,24111.4,50.25544164381404,1.1188630490956073,Others
Cline Cashmere Red Cal,47964.35,27562.43,57.46440846170123,1.1065821256038648,Others
Bully Boy American Whiskey,47924.02,9711.369999999995,20.264097210542847,0.9221004039238316,Others
Bonny Doon Vin Gris de Cigar,47909.08,16278.580000000002,33.97806845800421,0.9799402475458814,Others
Jenkins Spiced Rum,47901.98,10725.32,22.390139196751363,1.095435684647303,Others
R Mondavi Privt Slct Chard,47896.84,20192.619999999995,42.15856411404175,0.9801423754215062,Others
Ruffino Chianti Superiore,47883.36,16956.16,35.411382994008775,1.0103986135181977,Others
Plomari Ouzo,47849.83,14233.929999999991,29.747085830816943,0.9941456275155508,Others
Peter Vella Merlot Calif B/B,47792.87,18492.469999999998,38.69294729527646,1.0368595650571324,Others
Barefoot Wh Znfdl Cal,47782.64,17756.489999999998,33.42076321639496,0.9575962019220761,Others
Sho Chiku Bai Takara Sake,47773.0,13331.98,29.877270405987097,0.9988880063542493,Others
Jesse James America's Outlaw,47752.06,12220.86,25.592319996247287,1.0125298329355608,Others
Produttori del Barbaresco P,47726.86,15556.059999999998,32.593931383711386,0.9600507292327204,Others
Silverado Svgn Bl Napa,47609.98,17366.079999999994,36.47571370540377,0.9058653149891384,Others
Apothic Inferno,47582.37,16466.520000000004,34.60634684653161,0.9994542974079128,Others
James E Pepper Bourbon,47536.47,20820.430000000004,43.79885590999921,1.0928917609046849,Others
Lincourt Lindsays Pnt Nr,47503.31,28519.69,60.03726898188779,1.691035218783351,Others
Bailey's 50mL 4 Pack,47482.73,16765.170000000002,35.307931957577,1.1045004876689424,Others
Jenkins Melon Liqueur,47449.79,19370.51,40.82317329539288,0.9952933266095142,Others
Villa Massa Limoncello,47382.08,15119.919999999993,31.9106295038124,1.1002759889604417,Others
Moet & Chandon Grand Vintage,47361.16,12215.86,25.79299155679464,0.9160621761658032,Others
Beringer Classic Red Moscato,47359.62,18025.170000000002,29.092452046747447,0.8955812881668395,Others
Ardbeg Uigeadail Scotch,47357.74,13979.559999999998,29.519060664634758,1.0129449838187703,Others
Grande Absente Absinthe,47355.16,11140.600000000006,23.525630575421992,0.9724972497249724,Others
Bird Dog Peach Whiskey,47354.41,8914.120000000003,18.8242657864389,0.9079845651528644,Others
A by Acacia Pnt Nr Cal,47345.5,16387.3,34.61215955053806,0.9615384615384616,Others
Banfi Rosso di Montalcino,47286.62,17083.809999999998,36.128211320665336,0.9678443826915444,Others
Frogs Leap Cab Svgn Napa,47277.98,19558.160000000003,41.36843409976485,0.623789764868603,Others
Morgan Winery Highland Chard,47274.94,25630.039999999997,54.21485463545802,1.3402187120291615,Others
Estancia Merlot Central Cst,47256.54,23484.08,49.69487821156606,1.0257154707590213,Others
Morellino d Scansano Rsv,47213.04,20883.68,44.2328644798132,1.1959910913140313,Others
Piledriver Red Blend 13,47212.89,14584.41,30.89073767778249,0.998742816091954,Others
Bowman's Vodka,47211.66,12893.460000000006,27.30990606981412,0.9979194713009424,Others
Sandeman Tawny Port,47198.29,19123.81,40.51801452976368,0.9844862665310274,Others
Midnight Moon,47196.39,22205.83,47.049848515956405,1.402019002375297,Others
Fabrizia Blood Orange,47194.62,3656.0999999999913,7.746857586733386,0.8414259373079287,Others
R Stemmler 13 Pnt Nr,47045.31,5560.709999999999,11.819902982890325,0.7609233305853257,Others
Seaglass Pnt Nr,46972.98,16367.73,34.844989608919846,0.9909378292939937,Others
Evan Williams Single Barrel,46958.89,10657.269999999997,22.694893341814502,0.8474492322932144,Others
R M Woodbridge Malbec,46853.14,18623.440000000002,44.701130728813936,1.0229100581549035,Others
Marques de Caceres Rose,46849.84,15433.840000000004,32.94320749014298,0.8357575757575758,Others
Pampero Ron Anejo Aniversari,46848.3,13388.899999999994,28.57926541624775,0.9819004524886876,Others
Dom Vacheron Sancerre Blanc,46821.44,13206.129999999996,28.205305091001044,0.9256567915036332,Others
Jadot Chardonnay,46787.84,11800.019999999997,25.2202709079966,1.0016605778811023,Others
Dewars Highlander Honey,46676.52,43449.24,93.08585987130144,10.389380530973453,High Sales High Profit Margin
Skyy Infusions TX Grapefruit,46642.77,16402.170000000006,35.165514398051414,0.9086922878514316,Others
Fish Eye Merlot,46590.51,18776.15,40.30037447540282,1.0012734429266037,Others
Wlm Hill Est No Cst Svgn Bl,46544.88,14362.68,30.85770121224934,0.9861849096705632,Others
99 Apples Schnapps Liqueur,46523.37,20050.620000000003,43.09795270634952,0.9824113475177304,Others
Tullamore Dew 12 Yr Old,46523.23,14500.630000000005,31.168579653648305,1.0160377358490569,Others
Montelobos Mezcal,46485.490000000005,10283.65,22.122279446769305,0.968266253869969,Others
Ch Ste Michelle Indn W Chard,46484.54,18310.94,39.391462193666975,0.9762820512820513,Others
Flag Hill Sugar Maple Liquer,46481.04,10622.64,22.85370551089218,0.9686567164179104,Others
Ch Ste Michelle Gewurz Colum,46415.01,16237.02,34.982261126303754,1.0058002537611022,Others
Chloe Prosecco,46386.85,10674.519999999997,23.01195274091687,0.8169545364304149,Others
Courvoisier 12 Yr Cognac,46321.060000000005,11122.690000000002,24.012166388247596,0.9773844641101278,Others
Stoli Mini Bar 5/50mLs Pack,46318.03,18760.28,40.50319065815191,1.2726673984632273,Others
K Volk Pnt Nr San Benito,46316.61,11918.169999999998,25.73195663499552,0.922465960665658,Others
Speyburn Brandan Orach,46271.19,14623.869999999992,31.60469830147008,1.0502867225408028,Others
Beaulieu Cab Svgn Napa,46244.15,17079.83,36.93403381833162,0.9501061571125266,Others
Bella Sera Pnt Grigio Del,46163.37,12796.330000000002,27.71966171447189,0.9550214822771214,Others
Cline Cool Climate Pnt Nr,46152.05,17340.050000000003,37.57157049361838,0.9846938775510204,Others
Noble Vines 667 Pnt Nr Mntry,46126.46,17178.82,37.24287534746868,1.010226049515608,Others
Tanqueray Bloomsbury,46123.09,36753.1,79.68481730083565,3.815347721822542,High Sales High Profit Margin
1800 Ultimate Peach Margrita,46049.72,15470.839999999993,33.595948031822985,0.9544025157232704,Others
Nikka Coffey Grain Whisky,46018.6,10972.68,23.84401089994046,0.9113300492610836,Others
Renwood Timberline Znfdl,46003.08,34393.439999999995,74.76334193275754,2.5731857318573184,High Sales High Profit Margin
Campo Viejo Tempranillo,45968.33,16539.460000000003,35.98011935608712,0.9906370852839406,Others
Sterling Vntrs Pnt Grigio,45914.4,16338.480000000003,35.58465318070149,0.9937611408199644,Others
Absolut Berri Acai,45821.0,16122.999999999996,35.18692302655987,1.0855949895615866,Others
Kendall Jackson Pnt Gris VR,45805.74,15410.819999999996,33.64386210112531,0.9576593720266412,Others
Big House Red Cal,45799.95,16460.429999999997,35.93984272908594,0.9982303732303732,Others
Russian Standard Platinum,45783.74,12966.119999999995,28.32036002301253,1.0118990956687293,Others
Old New England Egg Nog,45725.91,12547.490000000002,27.299579229506456,1.0088191253208536,Others
Metaxa Ouzo,45723.17999999999,12104.059999999998,26.4724806979742,0.9951884522854852,Others
Kahlua Mocha,45680.06,21150.02,46.30033323073568,1.3233830845771144,Others
Chauffe-Coeur Calvados VSOP,45660.93,10475.78,22.94254628628895,1.005994005994006,Others
Glendalough Double Barrel,45645.13,7759.489999999998,16.999601052730046,0.8930782217220034,Others
Pinnacle Vodka 100 Proof,45590.41,18045.05,39.58080219063614,1.3120133481646274,Others
Bacio Divino 12 Pazzo,45585.27,15241.68,33.43553740056821,0.988555078683834,Others
Duckhorn Decoy Znfdl Napa Vl,45579.62,22592.02,49.56605605750991,1.113861386138614,Others
Meukow 90,45522.44,15545.239999999994,34.148521037097304,0.987878787878788,Others
Placido Pinot Grigio Venezi,45452.579999999994,15894.979999999994,37.83435536858974,0.998351509003297,Others
Goslings Dark'N Stormy RTD,45436.7,12992.75,28.59527650555608,0.9937106918238994,Others
Duck Pond Willamette Pnt Nr,45361.6,18722.72,41.27438185601918,0.9969788519637462,Others
Roth Est Svgn Bl Alex Vly,45355.39,14389.72,31.726593024555623,1.0,Others
Z Alexander Brown Uncaged Ca,45340.04,588.8400000000038,1.2987196305958348,0.8863905325443787,Others
Cabot Trail Cana Cream Maple,45284.10999999999,13539.669999999993,29.899384132756484,1.0746738641475484,Others
Espolon Anejo Tequila,45282.57,14512.89,32.049616441822984,0.9484463276836158,Others
Midnight Moon Blueberry,45177.4,16266.239999999994,36.00525926680154,1.0912602607436022,Others
Chalk Hill Chard,45165.77,15962.45,35.34191933404435,0.947389885807504,Others
Muga Rioja RSV,45144.11,14701.65,32.56604239179818,0.9867737364194616,Others
DK Burst Blustery Peppermint,45084.6,12704.339999999997,28.178890352803386,0.9985528219971056,Others
Skinnygirl Spicy Lime RTD,44992.1,14296.899999999998,31.776467424281147,1.0101253616200578,Others
Erath Pnt Nr Estate OR,44983.8,15153.839999999997,33.68732743787763,0.9444732745199792,Others
Mouton Cadet Rose,44977.74,18387.58,40.88151160996528,0.9887033398821218,Others
Midnight Moon Blackberry,44977.5,20054.22,44.58722694680674,1.2241566920565832,Others
Smugglers Notch Vodka,44964.78,9013.089999999997,20.044777267897224,0.9424753050552004,Others
Sutter Home Clsc Cab Svgn,44925.0,13519.0,30.092376182526436,0.97911227154047,Others
Tuaca Italian Liqueur,44922.55,19792.389999999992,42.86484762546499,1.3411259879674413,Others
C Y Toro Frontera Chard,44891.62,18890.26,42.07970218049605,0.8455988455988456,Others
Santa Rita RSV Cab Svgn,44889.15,17237.410000000003,38.39994742604839,1.0258558774239883,Others
Colombo Cape Bleue Rose VdP,44825.13,15266.699999999995,34.05835075101845,0.9973327406090242,Others
Zin 91 Old Vine Znfdl CA,44809.5,13025.100000000002,29.067720014729023,0.9429153924566768,Others
Predator Old Vine Znfdl Lodi,44781.25,14298.93,31.930618283321703,0.975237449118046,Others
R M Woodbridge Moscato,44716.43,18880.61,56.33331649279978,0.9701712278112148,Others
Absinthe Ordinaire,44666.75,12976.15,29.051027889873343,0.9455958549222798,Others
R Mondavi Fume Bl Napa Vly,44623.18,1048.7799999999988,2.3503031384137096,0.7196004993757803,Others
Ch de Ribebon Brdx,44610.24,8233.409999999996,18.45632303255933,0.8287385129490392,Others
Sweet Baby Vyds White Peach,44602.8,10207.870000000004,22.88616409732125,0.8944457802356336,Others
Jim Beam Single Barrel,44555.38,11357.65,25.491085476097396,1.0159833217512162,Others
Little Penguin Chard Ausl,44517.21,16363.77,36.758300890824025,0.996658312447786,Others
Verrazzano Chianti Clsc,44422.07,15773.87,35.50908366044175,0.9920413847990448,Others
Paul Masson Gr Amber Brandy,44388.52,9604.479999999996,21.637306222419664,1.027478119275392,Others
The Glenlivet 12 Yr Gift Pk,44374.78,14264.379999999996,32.14524105809651,1.1132897603485838,Others
Great Western Brut,44365.59,16255.419999999996,36.639702075414746,0.9589721442453034,Others
St George Terrior Gin,44358.34,3465.82,7.813231964947291,0.8464203233256351,Others
Bully Hill Love My Goat Rd,44356.8,17816.700000000004,40.16678389784656,0.987034713508992,Others
